id,full_name,color,storage,seller,price,discount_price,photos,item_id,review_count,series,screen,resolution,all_specs
1,Мобільний телефон Apple iPhone 15 128GB Black (MTP03),чорний,128 Gb,brain.com.ua,33999,,"['https://brain.com.ua/static/images/prod_img/8/9/U0854689_small_1739047983.jpg', 'https://brain.com.ua/static/images/prod_img/8/9/U0854689_2small_1739047985.jpg', 'https://brain.com.ua/static/images/prod_img/8/9/U0854689_3small_1739047986.jpg', 'https://brain.com.ua/static/images/prod_img/8/9/U0854689_small_1739047983.jpg', 'https://brain.com.ua/static/images/prod_img/8/9/U0854689_2small_1739047985.jpg', 'https://brain.com.ua/static/images/prod_img/8/9/U0854689_small_1739047983.jpg', 'https://brain.com.ua/static/images/prod_img/8/9/U0854689_2small_1739047985.jpg', 'https://brain.com.ua/static/images/prod_img/8/9/U0854689_3small_1739047986.jpg', 'https://brain.com.ua/static/images/prod_img/8/9/U0854689_small_1739047983.jpg', 'https://brain.com.ua/static/images/prod_img/8/9/U0854689_3small_1739047986.jpg']",U0854689,2,iPhone 15,"6.1""",1179 х 2556,"{'Форм-фактор': 'моноблок', 'Кількість SIM-карт': '1 SIM + e-sim', 'Формат SIM-карти': 'e-sim ,  Nano', ""Покоління зв'язку (2G /3G/4G/5G)"": '2G ,  3G ,  4G ,  5G', '': ''}"
